generated_id,style,source_id,crop,state,district,season,domain,generated_question,generated_answer,seed_question,seed_answer,style_call_number,followup_focus,answer_word_count,judge_grounded,judge_scope_overflow,judge_confidence,judge_issues,timestamp
si_v12_paraph_f535a261_13,paraphrase_short,6964dad3d5a7fe262757ae89,Paddy,UTTAR PRADESH,MAHARAHGANJ,Kharif,Variety,When is the ideal time to sow direct-seeded paddy in Uttar Pradesh?,"The ideal sowing time for direct-seeded paddy in Uttar Pradesh is May-June, with early sowing (3rd week of June to mid July) recommended to avoid pests and complete the crop cycle before winter crops.",What information is available about direct seeding of paddy?,"Direct seeding of paddy (also called direct-sown rice or DSR) is an alternative to the traditional puddled transplanting method. In this method, pre-germinated seeds or dry seeds are sown directly in the field without raising nurseries and transplanting seedlings. This practice is gaining popularity in Uttar Pradesh and other rice-growing regions due to its benefits in saving water, labor, and time.   Region and Season: Direct seeding of paddy is suitable for Uttar Pradesh, particularly in districts like Maharajganj and surrounding areas. The ideal sowing time is May-June, depending on monsoon arrival. Early sowing (3rd week of June to mid July) is recommended to escape pest and disease pressure and to complete the crop cycle before winter crops.   Water Requirements: Direct-seeded paddy requires less water compared to puddled transplanted rice. Initial irrigation is critical for seed germination and establishment. Subsequently, the field should be kept moist (not waterlogged) during the vegetative stage. Intermittent irrigation or alternate wetting and drying (AWD) can be practiced, saving 15-20% water compared to conventional methods.   Recommended short duration Varieties: For Uttar Pradesh conditions, suitable varieties include:  1. Narendra 118 (NDR 118): Semi-dwarf variety with duration of 85-90 days, suitable for direct seeding with better weed competitiveness. Potential yield is 18-20 q/acre.   2. Narendra 97 (NDR 97): Early maturing variety (85-90 days) with good tillering capacity and suitable for direct seeding. Potential yield is 16-18 q/acre.   Seed Rate: For direct seeding, the seed rate is higher than transplanting. Use 16-20 kg per acre (40-50 kg per hectare). Seeds should be treated with fungicides like Carbendazim 50% WP @ 2 grams per kg of seed before sowing. If sowing is done by lev (Line Direct Seeding / Lev method), use seed @ 40-44 kg per acre (100-110 kg per hectare). Soak the seed in water for 24 hours and keep in the form of heap for 36-48 hours so that seed starts germinating. This germinating seed sown in 2 rows in the 2 cm standing water in field.   Spacing: For line sowing, maintain row-to-row spacing of 20 cm. This allows better weed management, aeration, and intercultural operations. Broadcasting does not follow specific spacing but requires proper seed distribution.   Traits: Direct-seeded varieties should have: strong seedling vigor for early establishment, good tillering capacity, weed competitiveness (taller plants in early stages), moderate plant height to avoid lodging, and synchronous maturity.   Seed Source: Obtain certified seeds from government seed corporations, Krishi Vigyan Kendras (KVKs), or authorized seed dealers. Avoid using farm-saved seeds to ensure genetic purity and germination percentage.   For further guidance or clarification, farmers are advised to contact the nearest Krishi Vigyan Kendra (KVK) or local agricultural extension officer.",8,,34,True,False,high,,2026-04-15T07:19:22.398168+00:00
si_v12_paraph_ef95d8c4_15,paraphrase_problem_description,6964dad3d5a7fe262757ae89,Paddy,UTTAR PRADESH,MAHARAHGANJ,Kharif,Variety,What is happening to my paddy plants after sowing?,The plants are not establishing properly after direct sowing. Use pre-germinated seeds with 24-hour water soaking and 36-48 hour heap treatment. Apply Carbendazim 50% WP at 2g/kg seed before sowing.,What information is available about direct seeding of paddy?,"Direct seeding of paddy (also called direct-sown rice or DSR) is an alternative to the traditional puddled transplanting method. In this method, pre-germinated seeds or dry seeds are sown directly in the field without raising nurseries and transplanting seedlings. This practice is gaining popularity in Uttar Pradesh and other rice-growing regions due to its benefits in saving water, labor, and time.   Region and Season: Direct seeding of paddy is suitable for Uttar Pradesh, particularly in districts like Maharajganj and surrounding areas. The ideal sowing time is May-June, depending on monsoon arrival. Early sowing (3rd week of June to mid July) is recommended to escape pest and disease pressure and to complete the crop cycle before winter crops.   Water Requirements: Direct-seeded paddy requires less water compared to puddled transplanted rice. Initial irrigation is critical for seed germination and establishment. Subsequently, the field should be kept moist (not waterlogged) during the vegetative stage. Intermittent irrigation or alternate wetting and drying (AWD) can be practiced, saving 15-20% water compared to conventional methods.   Recommended short duration Varieties: For Uttar Pradesh conditions, suitable varieties include:  1. Narendra 118 (NDR 118): Semi-dwarf variety with duration of 85-90 days, suitable for direct seeding with better weed competitiveness. Potential yield is 18-20 q/acre.   2. Narendra 97 (NDR 97): Early maturing variety (85-90 days) with good tillering capacity and suitable for direct seeding. Potential yield is 16-18 q/acre.   Seed Rate: For direct seeding, the seed rate is higher than transplanting. Use 16-20 kg per acre (40-50 kg per hectare). Seeds should be treated with fungicides like Carbendazim 50% WP @ 2 grams per kg of seed before sowing. If sowing is done by lev (Line Direct Seeding / Lev method), use seed @ 40-44 kg per acre (100-110 kg per hectare). Soak the seed in water for 24 hours and keep in the form of heap for 36-48 hours so that seed starts germinating. This germinating seed sown in 2 rows in the 2 cm standing water in field.   Spacing: For line sowing, maintain row-to-row spacing of 20 cm. This allows better weed management, aeration, and intercultural operations. Broadcasting does not follow specific spacing but requires proper seed distribution.   Traits: Direct-seeded varieties should have: strong seedling vigor for early establishment, good tillering capacity, weed competitiveness (taller plants in early stages), moderate plant height to avoid lodging, and synchronous maturity.   Seed Source: Obtain certified seeds from government seed corporations, Krishi Vigyan Kendras (KVKs), or authorized seed dealers. Avoid using farm-saved seeds to ensure genetic purity and germination percentage.   For further guidance or clarification, farmers are advised to contact the nearest Krishi Vigyan Kendra (KVK) or local agricultural extension officer.",2,,30,True,False,high,,2026-04-15T07:19:28.933399+00:00
si_v12_paraph_4a9c20f9_16,paraphrase_problem_description,6964dad3d5a7fe262757ae89,Paddy,UTTAR PRADESH,MAHARAHGANJ,Kharif,Variety,Is the paddy seed not germinating properly after sowing?,The seeds may not be germinating due to lack of proper treatment. Treat seeds with Carbendazim 50% WP at 2 grams per kg of seed before sowing. Soak seeds in water for 24 hours and keep them in a heap for 36-48 hours to promote germination.,What information is available about direct seeding of paddy?,"Direct seeding of paddy (also called direct-sown rice or DSR) is an alternative to the traditional puddled transplanting method. In this method, pre-germinated seeds or dry seeds are sown directly in the field without raising nurseries and transplanting seedlings. This practice is gaining popularity in Uttar Pradesh and other rice-growing regions due to its benefits in saving water, labor, and time.   Region and Season: Direct seeding of paddy is suitable for Uttar Pradesh, particularly in districts like Maharajganj and surrounding areas. The ideal sowing time is May-June, depending on monsoon arrival. Early sowing (3rd week of June to mid July) is recommended to escape pest and disease pressure and to complete the crop cycle before winter crops.   Water Requirements: Direct-seeded paddy requires less water compared to puddled transplanted rice. Initial irrigation is critical for seed germination and establishment. Subsequently, the field should be kept moist (not waterlogged) during the vegetative stage. Intermittent irrigation or alternate wetting and drying (AWD) can be practiced, saving 15-20% water compared to conventional methods.   Recommended short duration Varieties: For Uttar Pradesh conditions, suitable varieties include:  1. Narendra 118 (NDR 118): Semi-dwarf variety with duration of 85-90 days, suitable for direct seeding with better weed competitiveness. Potential yield is 18-20 q/acre.   2. Narendra 97 (NDR 97): Early maturing variety (85-90 days) with good tillering capacity and suitable for direct seeding. Potential yield is 16-18 q/acre.   Seed Rate: For direct seeding, the seed rate is higher than transplanting. Use 16-20 kg per acre (40-50 kg per hectare). Seeds should be treated with fungicides like Carbendazim 50% WP @ 2 grams per kg of seed before sowing. If sowing is done by lev (Line Direct Seeding / Lev method), use seed @ 40-44 kg per acre (100-110 kg per hectare). Soak the seed in water for 24 hours and keep in the form of heap for 36-48 hours so that seed starts germinating. This germinating seed sown in 2 rows in the 2 cm standing water in field.   Spacing: For line sowing, maintain row-to-row spacing of 20 cm. This allows better weed management, aeration, and intercultural operations. Broadcasting does not follow specific spacing but requires proper seed distribution.   Traits: Direct-seeded varieties should have: strong seedling vigor for early establishment, good tillering capacity, weed competitiveness (taller plants in early stages), moderate plant height to avoid lodging, and synchronous maturity.   Seed Source: Obtain certified seeds from government seed corporations, Krishi Vigyan Kendras (KVKs), or authorized seed dealers. Avoid using farm-saved seeds to ensure genetic purity and germination percentage.   For further guidance or clarification, farmers are advised to contact the nearest Krishi Vigyan Kendra (KVK) or local agricultural extension officer.",3,,46,True,False,high,,2026-04-15T07:19:33.445375+00:00
si_v12_paraph_4149aca8_17,paraphrase_problem_description,6964dad3d5a7fe262757ae89,Paddy,UTTAR PRADESH,MAHARAHGANJ,Kharif,Variety,Does the field show poor seedling emergence and rapid weed growth?,Poor seedling emergence and weed competition are observed. Treat seeds with Carbendazim 50% WP at 2g/kg before sowing. Ensure initial irrigation for germination and maintain moist conditions.,What information is available about direct seeding of paddy?,"Direct seeding of paddy (also called direct-sown rice or DSR) is an alternative to the traditional puddled transplanting method. In this method, pre-germinated seeds or dry seeds are sown directly in the field without raising nurseries and transplanting seedlings. This practice is gaining popularity in Uttar Pradesh and other rice-growing regions due to its benefits in saving water, labor, and time.   Region and Season: Direct seeding of paddy is suitable for Uttar Pradesh, particularly in districts like Maharajganj and surrounding areas. The ideal sowing time is May-June, depending on monsoon arrival. Early sowing (3rd week of June to mid July) is recommended to escape pest and disease pressure and to complete the crop cycle before winter crops.   Water Requirements: Direct-seeded paddy requires less water compared to puddled transplanted rice. Initial irrigation is critical for seed germination and establishment. Subsequently, the field should be kept moist (not waterlogged) during the vegetative stage. Intermittent irrigation or alternate wetting and drying (AWD) can be practiced, saving 15-20% water compared to conventional methods.   Recommended short duration Varieties: For Uttar Pradesh conditions, suitable varieties include:  1. Narendra 118 (NDR 118): Semi-dwarf variety with duration of 85-90 days, suitable for direct seeding with better weed competitiveness. Potential yield is 18-20 q/acre.   2. Narendra 97 (NDR 97): Early maturing variety (85-90 days) with good tillering capacity and suitable for direct seeding. Potential yield is 16-18 q/acre.   Seed Rate: For direct seeding, the seed rate is higher than transplanting. Use 16-20 kg per acre (40-50 kg per hectare). Seeds should be treated with fungicides like Carbendazim 50% WP @ 2 grams per kg of seed before sowing. If sowing is done by lev (Line Direct Seeding / Lev method), use seed @ 40-44 kg per acre (100-110 kg per hectare). Soak the seed in water for 24 hours and keep in the form of heap for 36-48 hours so that seed starts germinating. This germinating seed sown in 2 rows in the 2 cm standing water in field.   Spacing: For line sowing, maintain row-to-row spacing of 20 cm. This allows better weed management, aeration, and intercultural operations. Broadcasting does not follow specific spacing but requires proper seed distribution.   Traits: Direct-seeded varieties should have: strong seedling vigor for early establishment, good tillering capacity, weed competitiveness (taller plants in early stages), moderate plant height to avoid lodging, and synchronous maturity.   Seed Source: Obtain certified seeds from government seed corporations, Krishi Vigyan Kendras (KVKs), or authorized seed dealers. Avoid using farm-saved seeds to ensure genetic purity and germination percentage.   For further guidance or clarification, farmers are advised to contact the nearest Krishi Vigyan Kendra (KVK) or local agricultural extension officer.",4,,27,True,False,high,,2026-04-15T07:19:41.125054+00:00
si_v12_paraph_14b735b0_18,paraphrase_problem_description,6964dad3d5a7fe262757ae89,Paddy,UTTAR PRADESH,MAHARAHGANJ,Kharif,Variety,Are pests and diseases damaging the crop?,Pests and diseases are damaging the crop. Treat seeds with Carbendazim 50% WP at 2g/kg before sowing. Sow early (third week of June to mid-July) to avoid pest pressure.,What information is available about direct seeding of paddy?,"Direct seeding of paddy (also called direct-sown rice or DSR) is an alternative to the traditional puddled transplanting method. In this method, pre-germinated seeds or dry seeds are sown directly in the field without raising nurseries and transplanting seedlings. This practice is gaining popularity in Uttar Pradesh and other rice-growing regions due to its benefits in saving water, labor, and time.   Region and Season: Direct seeding of paddy is suitable for Uttar Pradesh, particularly in districts like Maharajganj and surrounding areas. The ideal sowing time is May-June, depending on monsoon arrival. Early sowing (3rd week of June to mid July) is recommended to escape pest and disease pressure and to complete the crop cycle before winter crops.   Water Requirements: Direct-seeded paddy requires less water compared to puddled transplanted rice. Initial irrigation is critical for seed germination and establishment. Subsequently, the field should be kept moist (not waterlogged) during the vegetative stage. Intermittent irrigation or alternate wetting and drying (AWD) can be practiced, saving 15-20% water compared to conventional methods.   Recommended short duration Varieties: For Uttar Pradesh conditions, suitable varieties include:  1. Narendra 118 (NDR 118): Semi-dwarf variety with duration of 85-90 days, suitable for direct seeding with better weed competitiveness. Potential yield is 18-20 q/acre.   2. Narendra 97 (NDR 97): Early maturing variety (85-90 days) with good tillering capacity and suitable for direct seeding. Potential yield is 16-18 q/acre.   Seed Rate: For direct seeding, the seed rate is higher than transplanting. Use 16-20 kg per acre (40-50 kg per hectare). Seeds should be treated with fungicides like Carbendazim 50% WP @ 2 grams per kg of seed before sowing. If sowing is done by lev (Line Direct Seeding / Lev method), use seed @ 40-44 kg per acre (100-110 kg per hectare). Soak the seed in water for 24 hours and keep in the form of heap for 36-48 hours so that seed starts germinating. This germinating seed sown in 2 rows in the 2 cm standing water in field.   Spacing: For line sowing, maintain row-to-row spacing of 20 cm. This allows better weed management, aeration, and intercultural operations. Broadcasting does not follow specific spacing but requires proper seed distribution.   Traits: Direct-seeded varieties should have: strong seedling vigor for early establishment, good tillering capacity, weed competitiveness (taller plants in early stages), moderate plant height to avoid lodging, and synchronous maturity.   Seed Source: Obtain certified seeds from government seed corporations, Krishi Vigyan Kendras (KVKs), or authorized seed dealers. Avoid using farm-saved seeds to ensure genetic purity and germination percentage.   For further guidance or clarification, farmers are advised to contact the nearest Krishi Vigyan Kendra (KVK) or local agricultural extension officer.",5,,29,True,False,high,,2026-04-15T07:19:55.386757+00:00
si_v12_paraph_4e5a8af2_19,paraphrase_problem_description,6964dad3d5a7fe262757ae89,Paddy,UTTAR PRADESH,MAHARAHGANJ,Kharif,Variety,What if seedlings are not emerging properly and weeds are growing quickly?,Poor germination and weed competition may occur due to inadequate seed treatment or spacing. Treat seeds with Carbendazim 50% WP @ 2g/kg before sowing. Maintain 20cm row spacing for better weed management.,What information is available about direct seeding of paddy?,"Direct seeding of paddy (also called direct-sown rice or DSR) is an alternative to the traditional puddled transplanting method. In this method, pre-germinated seeds or dry seeds are sown directly in the field without raising nurseries and transplanting seedlings. This practice is gaining popularity in Uttar Pradesh and other rice-growing regions due to its benefits in saving water, labor, and time.   Region and Season: Direct seeding of paddy is suitable for Uttar Pradesh, particularly in districts like Maharajganj and surrounding areas. The ideal sowing time is May-June, depending on monsoon arrival. Early sowing (3rd week of June to mid July) is recommended to escape pest and disease pressure and to complete the crop cycle before winter crops.   Water Requirements: Direct-seeded paddy requires less water compared to puddled transplanted rice. Initial irrigation is critical for seed germination and establishment. Subsequently, the field should be kept moist (not waterlogged) during the vegetative stage. Intermittent irrigation or alternate wetting and drying (AWD) can be practiced, saving 15-20% water compared to conventional methods.   Recommended short duration Varieties: For Uttar Pradesh conditions, suitable varieties include:  1. Narendra 118 (NDR 118): Semi-dwarf variety with duration of 85-90 days, suitable for direct seeding with better weed competitiveness. Potential yield is 18-20 q/acre.   2. Narendra 97 (NDR 97): Early maturing variety (85-90 days) with good tillering capacity and suitable for direct seeding. Potential yield is 16-18 q/acre.   Seed Rate: For direct seeding, the seed rate is higher than transplanting. Use 16-20 kg per acre (40-50 kg per hectare). Seeds should be treated with fungicides like Carbendazim 50% WP @ 2 grams per kg of seed before sowing. If sowing is done by lev (Line Direct Seeding / Lev method), use seed @ 40-44 kg per acre (100-110 kg per hectare). Soak the seed in water for 24 hours and keep in the form of heap for 36-48 hours so that seed starts germinating. This germinating seed sown in 2 rows in the 2 cm standing water in field.   Spacing: For line sowing, maintain row-to-row spacing of 20 cm. This allows better weed management, aeration, and intercultural operations. Broadcasting does not follow specific spacing but requires proper seed distribution.   Traits: Direct-seeded varieties should have: strong seedling vigor for early establishment, good tillering capacity, weed competitiveness (taller plants in early stages), moderate plant height to avoid lodging, and synchronous maturity.   Seed Source: Obtain certified seeds from government seed corporations, Krishi Vigyan Kendras (KVKs), or authorized seed dealers. Avoid using farm-saved seeds to ensure genetic purity and germination percentage.   For further guidance or clarification, farmers are advised to contact the nearest Krishi Vigyan Kendra (KVK) or local agricultural extension officer.",6,,32,True,False,high,,2026-04-15T07:19:59.357942+00:00
si_v12_paraph_7aa1ddbd_21,paraphrase_followup,6964dad3d5a7fe262757ae89,Paddy,UTTAR PRADESH,MAHARAHGANJ,Kharif,Variety,What is the recommended dosage of Carbendazim 50% WP for seed treatment in direct seeding of paddy?,"The recommended dosage of Carbendazim 50% WP for seed treatment in direct seeding of paddy is 2 grams per kg of seed. This treatment helps protect the seeds from fungal infections during germination and early growth stages, ensuring better seedling establishment and reducing disease incidence.",What information is available about direct seeding of paddy?,"Direct seeding of paddy (also called direct-sown rice or DSR) is an alternative to the traditional puddled transplanting method. In this method, pre-germinated seeds or dry seeds are sown directly in the field without raising nurseries and transplanting seedlings. This practice is gaining popularity in Uttar Pradesh and other rice-growing regions due to its benefits in saving water, labor, and time.   Region and Season: Direct seeding of paddy is suitable for Uttar Pradesh, particularly in districts like Maharajganj and surrounding areas. The ideal sowing time is May-June, depending on monsoon arrival. Early sowing (3rd week of June to mid July) is recommended to escape pest and disease pressure and to complete the crop cycle before winter crops.   Water Requirements: Direct-seeded paddy requires less water compared to puddled transplanted rice. Initial irrigation is critical for seed germination and establishment. Subsequently, the field should be kept moist (not waterlogged) during the vegetative stage. Intermittent irrigation or alternate wetting and drying (AWD) can be practiced, saving 15-20% water compared to conventional methods.   Recommended short duration Varieties: For Uttar Pradesh conditions, suitable varieties include:  1. Narendra 118 (NDR 118): Semi-dwarf variety with duration of 85-90 days, suitable for direct seeding with better weed competitiveness. Potential yield is 18-20 q/acre.   2. Narendra 97 (NDR 97): Early maturing variety (85-90 days) with good tillering capacity and suitable for direct seeding. Potential yield is 16-18 q/acre.   Seed Rate: For direct seeding, the seed rate is higher than transplanting. Use 16-20 kg per acre (40-50 kg per hectare). Seeds should be treated with fungicides like Carbendazim 50% WP @ 2 grams per kg of seed before sowing. If sowing is done by lev (Line Direct Seeding / Lev method), use seed @ 40-44 kg per acre (100-110 kg per hectare). Soak the seed in water for 24 hours and keep in the form of heap for 36-48 hours so that seed starts germinating. This germinating seed sown in 2 rows in the 2 cm standing water in field.   Spacing: For line sowing, maintain row-to-row spacing of 20 cm. This allows better weed management, aeration, and intercultural operations. Broadcasting does not follow specific spacing but requires proper seed distribution.   Traits: Direct-seeded varieties should have: strong seedling vigor for early establishment, good tillering capacity, weed competitiveness (taller plants in early stages), moderate plant height to avoid lodging, and synchronous maturity.   Seed Source: Obtain certified seeds from government seed corporations, Krishi Vigyan Kendras (KVKs), or authorized seed dealers. Avoid using farm-saved seeds to ensure genetic purity and germination percentage.   For further guidance or clarification, farmers are advised to contact the nearest Krishi Vigyan Kendra (KVK) or local agricultural extension officer.",2,seed_treatment,45,True,False,high,,2026-04-15T07:20:33.904684+00:00
si_v12_paraph_40d14d3a_22,paraphrase_followup,6964dad3d5a7fe262757ae89,Paddy,UTTAR PRADESH,MAHARAHGANJ,Kharif,Variety,Is intermittent irrigation or alternate wetting and drying (AWD) recommended for direct-seeded paddy?,"Yes, intermittent irrigation or alternate wetting and drying (AWD) is recommended for direct-seeded paddy. This method helps maintain soil moisture without waterlogging, ensuring optimal conditions for seed germination and plant growth. It also saves 15-20% water compared to conventional methods, making it a resource-efficient practice for farmers. The field should be kept moist during the vegetative stage, with irrigation intervals adjusted based on soil moisture levels and crop needs.",What information is available about direct seeding of paddy?,"Direct seeding of paddy (also called direct-sown rice or DSR) is an alternative to the traditional puddled transplanting method. In this method, pre-germinated seeds or dry seeds are sown directly in the field without raising nurseries and transplanting seedlings. This practice is gaining popularity in Uttar Pradesh and other rice-growing regions due to its benefits in saving water, labor, and time.   Region and Season: Direct seeding of paddy is suitable for Uttar Pradesh, particularly in districts like Maharajganj and surrounding areas. The ideal sowing time is May-June, depending on monsoon arrival. Early sowing (3rd week of June to mid July) is recommended to escape pest and disease pressure and to complete the crop cycle before winter crops.   Water Requirements: Direct-seeded paddy requires less water compared to puddled transplanted rice. Initial irrigation is critical for seed germination and establishment. Subsequently, the field should be kept moist (not waterlogged) during the vegetative stage. Intermittent irrigation or alternate wetting and drying (AWD) can be practiced, saving 15-20% water compared to conventional methods.   Recommended short duration Varieties: For Uttar Pradesh conditions, suitable varieties include:  1. Narendra 118 (NDR 118): Semi-dwarf variety with duration of 85-90 days, suitable for direct seeding with better weed competitiveness. Potential yield is 18-20 q/acre.   2. Narendra 97 (NDR 97): Early maturing variety (85-90 days) with good tillering capacity and suitable for direct seeding. Potential yield is 16-18 q/acre.   Seed Rate: For direct seeding, the seed rate is higher than transplanting. Use 16-20 kg per acre (40-50 kg per hectare). Seeds should be treated with fungicides like Carbendazim 50% WP @ 2 grams per kg of seed before sowing. If sowing is done by lev (Line Direct Seeding / Lev method), use seed @ 40-44 kg per acre (100-110 kg per hectare). Soak the seed in water for 24 hours and keep in the form of heap for 36-48 hours so that seed starts germinating. This germinating seed sown in 2 rows in the 2 cm standing water in field.   Spacing: For line sowing, maintain row-to-row spacing of 20 cm. This allows better weed management, aeration, and intercultural operations. Broadcasting does not follow specific spacing but requires proper seed distribution.   Traits: Direct-seeded varieties should have: strong seedling vigor for early establishment, good tillering capacity, weed competitiveness (taller plants in early stages), moderate plant height to avoid lodging, and synchronous maturity.   Seed Source: Obtain certified seeds from government seed corporations, Krishi Vigyan Kendras (KVKs), or authorized seed dealers. Avoid using farm-saved seeds to ensure genetic purity and germination percentage.   For further guidance or clarification, farmers are advised to contact the nearest Krishi Vigyan Kendra (KVK) or local agricultural extension officer.",3,irrigation_method,69,True,False,high,,2026-04-15T07:20:40.405072+00:00
si_v12_paraph_d58d053d_24,paraphrase_followup,6964dad3d5a7fe262757ae89,Paddy,UTTAR PRADESH,MAHARAHGANJ,Kharif,Variety,Are there different seed rates for direct seeding depending on the method used?,"Yes, seed rates vary based on the method. For normal direct seeding, use 16-20 kg per acre. For the Lev method, use 40-44 kg per acre. Higher rates ensure better plant establishment and weed competition. Always soak seeds for 24 hours and let them germinate before sowing. This helps achieve optimal plant density and yield.",What information is available about direct seeding of paddy?,"Direct seeding of paddy (also called direct-sown rice or DSR) is an alternative to the traditional puddled transplanting method. In this method, pre-germinated seeds or dry seeds are sown directly in the field without raising nurseries and transplanting seedlings. This practice is gaining popularity in Uttar Pradesh and other rice-growing regions due to its benefits in saving water, labor, and time.   Region and Season: Direct seeding of paddy is suitable for Uttar Pradesh, particularly in districts like Maharajganj and surrounding areas. The ideal sowing time is May-June, depending on monsoon arrival. Early sowing (3rd week of June to mid July) is recommended to escape pest and disease pressure and to complete the crop cycle before winter crops.   Water Requirements: Direct-seeded paddy requires less water compared to puddled transplanted rice. Initial irrigation is critical for seed germination and establishment. Subsequently, the field should be kept moist (not waterlogged) during the vegetative stage. Intermittent irrigation or alternate wetting and drying (AWD) can be practiced, saving 15-20% water compared to conventional methods.   Recommended short duration Varieties: For Uttar Pradesh conditions, suitable varieties include:  1. Narendra 118 (NDR 118): Semi-dwarf variety with duration of 85-90 days, suitable for direct seeding with better weed competitiveness. Potential yield is 18-20 q/acre.   2. Narendra 97 (NDR 97): Early maturing variety (85-90 days) with good tillering capacity and suitable for direct seeding. Potential yield is 16-18 q/acre.   Seed Rate: For direct seeding, the seed rate is higher than transplanting. Use 16-20 kg per acre (40-50 kg per hectare). Seeds should be treated with fungicides like Carbendazim 50% WP @ 2 grams per kg of seed before sowing. If sowing is done by lev (Line Direct Seeding / Lev method), use seed @ 40-44 kg per acre (100-110 kg per hectare). Soak the seed in water for 24 hours and keep in the form of heap for 36-48 hours so that seed starts germinating. This germinating seed sown in 2 rows in the 2 cm standing water in field.   Spacing: For line sowing, maintain row-to-row spacing of 20 cm. This allows better weed management, aeration, and intercultural operations. Broadcasting does not follow specific spacing but requires proper seed distribution.   Traits: Direct-seeded varieties should have: strong seedling vigor for early establishment, good tillering capacity, weed competitiveness (taller plants in early stages), moderate plant height to avoid lodging, and synchronous maturity.   Seed Source: Obtain certified seeds from government seed corporations, Krishi Vigyan Kendras (KVKs), or authorized seed dealers. Avoid using farm-saved seeds to ensure genetic purity and germination percentage.   For further guidance or clarification, farmers are advised to contact the nearest Krishi Vigyan Kendra (KVK) or local agricultural extension officer.",5,dosage_quantity,55,True,False,high,,2026-04-15T07:21:54.419461+00:00
si_v12_paraph_a2982108_26,paraphrase_followup,6964dad3d5a7fe262757ae89,Paddy,UTTAR PRADESH,MAHARAHGANJ,Kharif,Variety,Which timing is recommended for direct seeding of paddy in Uttar Pradesh?,"The recommended timing for direct seeding of paddy in Uttar Pradesh is May-June, depending on monsoon arrival. Early sowing during the 3rd week of June to mid-July is advised to avoid pest and disease pressure and ensure the crop matures before winter crops. This timing helps in optimizing growth conditions and reducing risks associated with late planting.",What information is available about direct seeding of paddy?,"Direct seeding of paddy (also called direct-sown rice or DSR) is an alternative to the traditional puddled transplanting method. In this method, pre-germinated seeds or dry seeds are sown directly in the field without raising nurseries and transplanting seedlings. This practice is gaining popularity in Uttar Pradesh and other rice-growing regions due to its benefits in saving water, labor, and time.   Region and Season: Direct seeding of paddy is suitable for Uttar Pradesh, particularly in districts like Maharajganj and surrounding areas. The ideal sowing time is May-June, depending on monsoon arrival. Early sowing (3rd week of June to mid July) is recommended to escape pest and disease pressure and to complete the crop cycle before winter crops.   Water Requirements: Direct-seeded paddy requires less water compared to puddled transplanted rice. Initial irrigation is critical for seed germination and establishment. Subsequently, the field should be kept moist (not waterlogged) during the vegetative stage. Intermittent irrigation or alternate wetting and drying (AWD) can be practiced, saving 15-20% water compared to conventional methods.   Recommended short duration Varieties: For Uttar Pradesh conditions, suitable varieties include:  1. Narendra 118 (NDR 118): Semi-dwarf variety with duration of 85-90 days, suitable for direct seeding with better weed competitiveness. Potential yield is 18-20 q/acre.   2. Narendra 97 (NDR 97): Early maturing variety (85-90 days) with good tillering capacity and suitable for direct seeding. Potential yield is 16-18 q/acre.   Seed Rate: For direct seeding, the seed rate is higher than transplanting. Use 16-20 kg per acre (40-50 kg per hectare). Seeds should be treated with fungicides like Carbendazim 50% WP @ 2 grams per kg of seed before sowing. If sowing is done by lev (Line Direct Seeding / Lev method), use seed @ 40-44 kg per acre (100-110 kg per hectare). Soak the seed in water for 24 hours and keep in the form of heap for 36-48 hours so that seed starts germinating. This germinating seed sown in 2 rows in the 2 cm standing water in field.   Spacing: For line sowing, maintain row-to-row spacing of 20 cm. This allows better weed management, aeration, and intercultural operations. Broadcasting does not follow specific spacing but requires proper seed distribution.   Traits: Direct-seeded varieties should have: strong seedling vigor for early establishment, good tillering capacity, weed competitiveness (taller plants in early stages), moderate plant height to avoid lodging, and synchronous maturity.   Seed Source: Obtain certified seeds from government seed corporations, Krishi Vigyan Kendras (KVKs), or authorized seed dealers. Avoid using farm-saved seeds to ensure genetic purity and germination percentage.   For further guidance or clarification, farmers are advised to contact the nearest Krishi Vigyan Kendra (KVK) or local agricultural extension officer.",7,unknown,57,True,False,high,,2026-04-15T07:22:42.494379+00:00
